Axe, Ancient Apparition, -1.76%
Axe, Outworld Devourer, -1.77%
Axe, Zeus, -1.81%
Axe, Clockwerk, -1.83%
Axe, Viper, -1.91%
Axe, Medusa, -1.98%
Axe, Necrophos, -2.00%
Axe, Warlock, -2.18%
Axe, Gyrocopter, -2.19%
Axe, Witch Doctor, -2.20%
Axe, Jakiro, -2.25%
Axe, Monkey King, -2.29%
Axe, Tiny, -2.37%
Axe, Razor, -2.37%
Axe, Doom, -2.41%
Axe, Lifestealer, -2.43%
Axe, Io, -2.48%
Axe, Lone Druid, -2.48%
Axe, Death Prophet, -2.69%
Axe, Spectre, -2.69%
Axe, Pugna, -2.71%
Axe, Leshrac, -2.74%
Axe, Chen, -2.78%
Axe, Batrider, -3.08%
Axe, Phoenix, -3.28%
Axe, Timbersaw, -3.78%
Axe, Venomancer, -3.99%
Bane, Oracle, 1.64%
Bane, Enchantress, 1.62%
Bane, Medusa, 1.62%
Bane, Phoenix, 1.53%
Bane, Winter Wyvern, 1.51%
Bane, Troll Warlord, 1.46%
Bane, Lycan, 1.40%
Bane, Shadow Demon, 1.23%
Bane, Abaddon, 1.22%
Bane, Legion Commander, 1.11%
Bane, Brewmaster, 1.03%
Bane, Ancient Apparition, 1.01%
Bane, Anti-Mage, 0.94%
Bane, Juggernaut, 0.92%
Bane, Phantom Assassin, 0.87%
Bane, Viper, 0.87%
Bane, Dragon Knight, 0.80%
Bane, Ursa, 0.77%
Bane, Faceless Void, 0.75%
Bane, Lion, 0.75%
Bane, Ogre Magi, 0.71%
Bane, Mirana, 0.69%
Bane, Omniknight, 0.68%
Bane, Keeper of the Light, 0.68%
Bane, Disruptor, 0.67%
Bane, Centaur Warrunner, 0.67%
Bane, Doom, 0.66%
Bane, Puck, 0.66%
Bane, Techies, 0.59%
Bane, Crystal Maiden, 0.57%
Bane, Skywrath Mage, 0.55%
Bane, Clinkz, 0.54%
Bane, Storm Spirit, 0.53%
Bane, Lich, 0.51%
Bane, Rubick, 0.50%
Bane, Invoker, 0.50%
Bane, Io, 0.49%
Bane, Nyx Assassin, 0.48%
Bane, Dazzle, 0.48%
Bane, Timbersaw, 0.48%
Bane, Morphling, 0.45%
Bane, Outworld Devourer, 0.44%
Bane, Weaver, 0.33%
Bane, Tusk, 0.32%
Bane, Shadow Fiend, 0.31%
Bane, Slark, 0.22%
Bane, Lifestealer, 0.21%
Bane, Huskar, 0.19%
Bane, Jakiro, 0.18%
Bane, Vengeful Spirit, 0.17%
Bane, Spectre, 0.16%
Bane, Gyrocopter, 0.12%
Bane, Treant Protector, 0.12%
Bane, Clockwerk, 0.11%
Bane, Windranger, 0.09%
Bane, Riki, 0.03%
Bane, Luna, 0.03%
Bane, Batrider, 0.01%
Bane, Necrophos, -0.01%
Bane, Templar Assassin, -0.03%
Bane, Tinker, -0.06%
Bane, Monkey King, -0.11%
